Order ID,Order Date,Ship Date,Item Type,Sales Channel,Region,Country,Units Sold,Unit Price,Unit Cost
467956483,2010-02-04,2010-02-19,Cosmetics,Online,Sub-Saharan Africa,Benin,7577,437.2,263.33
971030747,2010-02-04,2010-03-24,Baby Food,Offline,Sub-Saharan Africa,Togo,8431,255.28,159.42
987639844,2010-02-04,2010-03-19,Snacks,Online,Central America and the Caribbean,Dominica,3432,152.58,97.44
636448132,2010-02-04,2010-02-13,Clothes,Offline,Sub-Saharan Africa,Rwanda,8001,109.28,35.84
303794133,2010-02-04,2010-02-24,Household,Online,Asia,North Korea,8290,668.27,502.54
596972024,2010-02-04,2010-02-27,Beverages,Offline,Central America and the Caribbean,Saint Lucia,6143,47.45,31.79
921085441,2010-02-04,2010-03-16,Vegetables,Offline,Asia,Maldives,8505,154.06,90.93
538722169,2010-02-04,2010-03-18,Vegetables,Offline,Australia and Oceania,Solomon Islands,8716,154.06,90.93
397308814,2010-02-04,2010-02-18,Office Supplies,Online,Asia,Sri Lanka,1362,651.21,524.96
503457343,2010-02-04,2010-03-05,Cosmetics,Offline,Central America and the Caribbean,Cuba,3071,437.2,263.33
908687627,2010-02-04,2010-02-23,Cosmetics,Online,Middle East and North Africa,Jordan,9717,437.2,263.33
573750960,2010-02-05,2010-02-10,Clothes,Online,Sub-Saharan Africa,Sao Tome and Principe,4514,109.28,35.84
719375598,2010-02-05,2010-02-11,Fruits,Online,Europe,United Kingdom,8080,9.33,6.92
621649634,2010-02-05,2010-03-17,Snacks,Offline,Central America and the Caribbean,Trinidad and Tobago,8796,152.58,97.44
530181586,2010-02-05,2010-02-25,Household,Offline,Central America and the Caribbean,Haiti,1368,668.27,502.54
854413020,2010-02-05,2010-02-16,Meat,Online,Sub-Saharan Africa,Malawi,8654,421.89,364.69
923014056,2010-02-05,2010-03-16,Personal Care,Offline,Europe,Estonia,9226,81.73,56.67
598782622,2010-02-05,2010-03-24,Snacks,Offline,Asia,Vietnam,1939,152.58,97.44
694343936,2010-02-05,2010-02-20,Fruits,Offline,Middle East and North Africa,Qatar,655,9.33,6.92
995708358,2010-02-05,2010-02-19,Baby Food,Offline,Sub-Saharan Africa,Zambia,1085,255.28,159.42
542697417,2010-02-05,2010-02-21,Cosmetics,Online,Middle East and North Africa,Turkey,5081,437.2,263.33
357714688,2010-02-05,2010-02-07,Fruits,Online,Middle East and North Africa,Algeria,4580,9.33,6.92
216419351,2010-02-05,2010-03-27,Clothes,Online,Asia,Kazakhstan,2150,109.28,35.84
611180436,2010-02-05,2010-02-23,Beverages,Online,Asia,India,728,47.45,31.79
257824075,2010-02-05,2010-03-13,Snacks,Online,Europe,Sweden,4728,152.58,97.44
154076230,2010-02-05,2010-02-25,Beverages,Online,Europe,Estonia,3435,47.45,31.79
681946122,2010-02-05,2010-03-22,Cereal,Online,Europe,Finland,1867,205.7,117.11
555095231,2010-02-05,2010-03-14,Vegetables,Offline,Asia,Vietnam,3869,154.06,90.93
835757291,2010-02-05,2010-03-20,Cereal,Online,Asia,Nepal,8010,205.7,117.11
640305364,2010-02-05,2010-02-13,Fruits,Online,Europe,Greece,9441,9.33,6.92
509479224,2010-02-05,2010-03-04,Household,Online,Sub-Saharan Africa,Sudan,5079,668.27,502.54
330636394,2010-02-05,2010-03-14,Personal Care,Online,Sub-Saharan Africa,Nigeria,1511,81.73,56.67
104130923,2010-02-05,2010-02-17,Fruits,Online,Europe,Ukraine,3509,9.33,6.92
925178706,2010-02-05,2010-03-15,Personal Care,Offline,Asia,Taiwan,9794,81.73,56.67
802421081,2010-02-05,2010-03-06,Cosmetics,Offline,Australia and Oceania,New Zealand,3084,437.2,263.33
293324935,2010-02-05,2010-03-26,Clothes,Online,Europe,Malta,221,109.28,35.84
488658845,2010-02-05,2010-02-13,Fruits,Offline,Europe,Kosovo,3866,9.33,6.92
384792983,2010-02-05,2010-02-23,Beverages,Offline,Europe,Romania,7649,47.45,31.79
735866677,2010-02-05,2010-03-03,Household,Offline,Europe,Netherlands,8157,668.27,502.54
600947272,2010-02-05,2010-03-24,Snacks,Offline,Australia and Oceania,East Timor,2507,152.58,97.44
750547158,2010-02-05,2010-02-26,Cosmetics,Online,Sub-Saharan Africa,South Sudan,2438,437.2,263.33
288995635,2010-02-05,2010-02-05,Clothes,Online,Sub-Saharan Africa,Seychelles ,9085,109.28,35.84
769320905,2010-02-05,2010-02-20,Beverages,Online,Europe,Finland,8007,47.45,31.79
176825225,2010-02-05,2010-03-15,Personal Care,Online,Asia,Myanmar,5368,81.73,56.67
422104442,2010-02-05,2010-02-10,Clothes,Offline,Sub-Saharan Africa,Sudan,8939,109.28,35.84
900265061,2010-02-05,2010-02-26,Beverages,Online,Central America and the Caribbean,Dominica,7292,47.45,31.79
679899489,2010-02-05,2010-02-25,Office Supplies,Online,Europe,Cyprus,6223,651.21,524.96
201738870,2010-02-05,2010-02-09,Fruits,Offline,Central America and the Caribbean,Honduras,7869,9.33,6.92
964654815,2010-02-05,2010-03-02,Office Supplies,Offline,Europe,Croatia,1651,651.21,524.96
189223039,2010-02-05,2010-02-13,Clothes,Offline,Australia and Oceania,Papua New Guinea,4157,109.28,35.84
976816594,2010-02-06,2010-03-24,Snacks,Offline,Sub-Saharan Africa,Burkina Faso,592,152.58,97.44
708788383,2010-02-06,2010-02-16,Baby Food,Online,Asia,Turkmenistan,5088,255.28,159.42
488422811,2010-02-06,2010-02-14,Meat,Online,Sub-Saharan Africa,South Africa,4018,421.89,364.69
434384238,2010-02-06,2010-02-07,Meat,Offline,Asia,Bhutan,2804,421.89,364.69
446782052,2010-02-06,2010-02-28,Household,Offline,Sub-Saharan Africa,Swaziland,1593,668.27,502.54
178753840,2010-02-06,2010-03-15,Snacks,Online,Europe,France,6089,152.58,97.44
502867257,2010-02-06,2010-02-09,Fruits,Offline,Sub-Saharan Africa,Guinea-Bissau,8451,9.33,6.92
700365817,2010-02-06,2010-02-19,Clothes,Offline,Europe,Vatican City,2664,109.28,35.84
787740600,2010-02-06,2010-03-12,Personal Care,Online,North America,Canada,8804,81.73,56.67
525734269,2010-02-06,2010-03-24,Vegetables,Online,Europe,Austria,5308,154.06,90.93
116292703,2010-02-06,2010-03-11,Household,Offline,Sub-Saharan Africa,South Sudan,2450,668.27,502.54
403094661,2010-02-06,2010-02-18,Fruits,Offline,Sub-Saharan Africa,Swaziland,3523,9.33,6.92
625506865,2010-02-06,2010-03-16,Vegetables,Offline,Middle East and North Africa,Iran,237,154.06,90.93
459415900,2010-02-06,2010-03-22,Personal Care,Online,Europe,Belgium,229,81.73,56.67
513336455,2010-02-06,2010-03-03,Cosmetics,Offline,Europe,Liechtenstein,6519,437.2,263.33
638140714,2010-02-06,2010-02-14,Fruits,Online,Central America and the Caribbean,Cuba,8873,9.33,6.92
413563859,2010-02-06,2010-03-12,Cosmetics,Offline,Europe,Ukraine,1591,437.2,263.33
793998515,2010-02-06,2010-03-10,Beverages,Online,Europe,Georgia,660,47.45,31.79
401166045,2010-02-06,2010-02-18,Baby Food,Offline,Central America and the Caribbean,Nicaragua,2802,255.28,159.42
953949582,2010-02-06,2010-02-09,Clothes,Online,Middle East and North Africa,Egypt,3735,109.28,35.84
301393449,2010-02-06,2010-02-27,Beverages,Offline,Sub-Saharan Africa,Eritrea,7874,47.45,31.79
581937491,2010-02-06,2010-02-08,Fruits,Offline,Australia and Oceania,Fiji,7091,9.33,6.92
783647334,2010-02-06,2010-03-13,Vegetables,Online,Europe,Slovakia,7515,154.06,90.93
852130353,2010-02-06,2010-03-16,Cereal,Online,Middle East and North Africa,United Arab Emirates,3163,205.7,117.11
226416480,2010-02-06,2010-02-27,Cosmetics,Offline,Central America and the Caribbean,Nicaragua,523,437.2,263.33
137231099,2010-02-06,2010-03-04,Office Supplies,Online,Asia,Thailand,8587,651.21,524.96
679545438,2010-02-06,2010-03-23,Vegetables,Online,Asia,Japan,1451,154.06,90.93
629836165,2010-02-06,2010-03-15,Vegetables,Offline,Sub-Saharan Africa,Equatorial Guinea,1373,154.06,90.93
276361787,2010-02-06,2010-03-07,Beverages,Online,Europe,Norway,449,47.45,31.79
798209798,2010-02-06,2010-02-11,Meat,Offline,Middle East and North Africa,Azerbaijan,6872,421.89,364.69
450757300,2010-02-07,2010-03-25,Personal Care,Online,Middle East and North Africa,Egypt,7957,81.73,56.67
159744060,2010-02-07,2010-03-22,Vegetables,Online,Europe,Georgia,672,154.06,90.93
552576529,2010-02-07,2010-02-19,Fruits,Online,Asia,Maldives,8529,9.33,6.92
378062999,2010-02-07,2010-02-27,Cosmetics,Online,Central America and the Caribbean,El Salvador,6098,437.2,263.33
750075089,2010-02-07,2010-02-28,Household,Offline,Sub-Saharan Africa,Namibia,2742,668.27,502.54
230509746,2010-02-07,2010-02-26,Office Supplies,Online,Sub-Saharan Africa,Benin,1811,651.21,524.96
962018096,2010-02-07,2010-03-04,Beverages,Offline,Europe,Slovakia,1388,47.45,31.79
839496505,2010-02-07,2010-02-23,Fruits,Online,Sub-Saharan Africa,Sao Tome and Principe,4526,9.33,6.92
858270251,2010-02-07,2010-02-17,Baby Food,Online,Europe,Cyprus,95,255.28,159.42
637904679,2010-02-07,2010-02-15,Meat,Online,Asia,South Korea,9025,421.89,364.69
438241469,2010-02-07,2010-02-07,Cereal,Offline,Europe,Vatican City,4244,205.7,117.11
421632373,2010-02-07,2010-02-12,Fruits,Online,Sub-Saharan Africa,Niger,9244,9.33,6.92
650302493,2010-02-07,2010-03-09,Household,Offline,Australia and Oceania,Marshall Islands,7814,668.27,502.54
849847686,2010-02-07,2010-02-20,Clothes,Online,Sub-Saharan Africa,Republic of the Congo,7671,109.28,35.84
962136113,2010-02-07,2010-02-07,Vegetables,Online,Middle East and North Africa,Tunisia ,6312,154.06,90.93
594217288,2010-02-07,2010-03-28,Cereal,Online,Asia,South Korea,955,205.7,117.11
737677276,2010-02-07,2010-02-07,Personal Care,Online,Australia and Oceania,Marshall Islands,3954,81.73,56.67
215829265,2010-02-07,2010-03-03,Beverages,Offline,Middle East and North Africa,Somalia,7530,47.45,31.79
481928861,2010-02-07,2010-02-17,Meat,Online,Europe,Vatican City,2314,421.89,364.69
428008306,2010-02-07,2010-03-08,Beverages,Offline,Europe,Malta,6024,47.45,31.79
581701457,2010-02-07,2010-02-09,Meat,Offline,Europe,Luxembourg,7243,421.89,364.69
203431451,2010-02-07,2010-02-10,Clothes,Online,Europe,Georgia,8742,109.28,35.84
459061849,2010-02-07,2010-02-25,Meat,Offline,Asia,Brunei,5457,421.89,364.69
627435481,2010-02-07,2010-03-16,Personal Care,Online,Europe,Monaco,957,81.73,56.67
633693397,2010-02-07,2010-03-14,Beverages,Online,Middle East and North Africa,Turkey,2813,47.45,31.79
600357186,2010-02-07,2010-02-28,Beverages,Online,Asia,Tajikistan,7888,47.45,31.79
893417060,2010-02-07,2010-03-28,Snacks,Offline,Australia and Oceania,New Zealand,817,152.58,97.44
766684186,2010-02-07,2010-02-22,Meat,Online,Europe,Ukraine,7743,421.89,364.69
617084300,2010-02-07,2010-03-20,Cereal,Offline,Central America and the Caribbean,Belize,7812,205.7,117.11
610826385,2010-02-07,2010-03-22,Snacks,Offline,Sub-Saharan Africa,Ethiopia,5956,152.58,97.44
600475203,2010-02-07,2010-03-26,Vegetables,Online,Sub-Saharan Africa,Sudan,2811,154.06,90.93
346773421,2010-02-07,2010-03-10,Beverages,Online,Europe,Serbia,6816,47.45,31.79
714810264,2010-02-07,2010-02-15,Meat,Offline,Europe,Monaco,7097,421.89,364.69
228345096,2010-02-07,2010-02-27,Office Supplies,Online,Sub-Saharan Africa,Swaziland,1243,651.21,524.96
542225348,2010-02-07,2010-02-22,Clothes,Offline,Middle East and North Africa,Morocco,5385,109.28,35.84
976698577,2010-02-07,2010-02-28,Office Supplies,Offline,Sub-Saharan Africa,Zimbabwe,5668,651.21,524.96
727326095,2010-02-07,2010-02-10,Baby Food,Offline,Asia,Mongolia,809,255.28,159.42
785457932,2010-02-07,2010-02-16,Fruits,Offline,Australia and Oceania,Tonga,3312,9.33,6.92
797619712,2010-02-08,2010-03-10,Household,Online,Europe,France,2252,668.27,502.54
689542567,2010-02-08,2010-02-24,Clothes,Online,Central America and the Caribbean,Honduras,9824,109.28,35.84
286358916,2010-02-08,2010-02-08,Vegetables,Offline,Asia,India,8822,154.06,90.93
614801633,2010-02-08,2010-02-24,Clothes,Online,Asia,China,2320,109.28,35.84
303086030,2010-02-08,2010-02-28,Office Supplies,Online,Europe,Serbia,8746,651.21,524.96
564856326,2010-02-08,2010-02-15,Baby Food,Offline,Middle East and North Africa,Lebanon,2394,255.28,159.42
837095820,2010-02-08,2010-02-25,Meat,Online,North America,United States of America,4110,421.89,364.69
874525296,2010-02-08,2010-03-10,Household,Online,Sub-Saharan Africa,Cote d'Ivoire,324,668.27,502.54
560645043,2010-02-08,2010-03-14,Office Supplies,Offline,Europe,Latvia,6182,651.21,524.96
174188506,2010-02-08,2010-03-18,Cereal,Offline,Middle East and North Africa,United Arab Emirates,5105,205.7,117.11
377826964,2010-02-08,2010-02-28,Office Supplies,Online,Asia,Malaysia,6250,651.21,524.96
660417640,2010-02-08,2010-03-06,Office Supplies,Online,Europe,Armenia,1110,651.21,524.96
616966283,2010-02-08,2010-02-23,Clothes,Offline,Sub-Saharan Africa,Mali,2888,109.28,35.84
344490754,2010-02-08,2010-02-14,Meat,Offline,Australia and Oceania,Kiribati,1324,421.89,364.69
760308253,2010-02-08,2010-03-23,Snacks,Online,Australia and Oceania,Fiji,963,152.58,97.44
144945561,2010-02-08,2010-03-03,Office Supplies,Online,Middle East and North Africa,Bahrain,1467,651.21,524.96
255305373,2010-02-08,2010-02-19,Clothes,Offline,Europe,Montenegro,9388,109.28,35.84
610590350,2010-02-08,2010-03-23,Cereal,Offline,Middle East and North Africa,Pakistan,6108,205.7,117.11
452685916,2010-02-08,2010-03-26,Snacks,Online,Europe,Moldova ,8677,152.58,97.44
128336465,2010-02-08,2010-03-08,Household,Offline,Europe,San Marino,6467,668.27,502.54
450639283,2010-02-08,2010-03-01,Cosmetics,Online,Europe,Lithuania,3033,437.2,263.33
240742909,2010-02-08,2010-03-21,Personal Care,Offline,Sub-Saharan Africa,Guinea,32,81.73,56.67
342562139,2010-02-08,2010-02-15,Fruits,Online,Sub-Saharan Africa,Burkina Faso,604,9.33,6.92
593981254,2010-02-08,2010-03-29,Vegetables,Online,North America,Greenland,1107,154.06,90.93
265538537,2010-02-08,2010-03-13,Beverages,Online,North America,Mexico,7609,47.45,31.79
340515506,2010-02-08,2010-03-13,Household,Online,Central America and the Caribbean,Trinidad and Tobago,4960,668.27,502.54
903768241,2010-02-08,2010-03-25,Vegetables,Offline,Sub-Saharan Africa,Mauritius ,3961,154.06,90.93
257233989,2010-02-08,2010-02-18,Baby Food,Online,Sub-Saharan Africa,Central African Republic,108,255.28,159.42
242789542,2010-02-08,2010-02-23,Fruits,Offline,Sub-Saharan Africa,Liberia,5676,9.33,6.92
232438361,2010-02-08,2010-02-27,Clothes,Online,Australia and Oceania,East Timor,2531,109.28,35.84
785221898,2010-02-08,2010-02-17,Meat,Offline,Europe,Romania,3464,421.89,364.69
535849416,2010-02-08,2010-03-23,Cereal,Offline,Central America and the Caribbean,Nicaragua,8605,205.7,117.11
292616832,2010-02-08,2010-03-29,Personal Care,Online,Sub-Saharan Africa,Senegal,678,81.73,56.67
851776301,2010-02-08,2010-02-20,Baby Food,Offline,Australia and Oceania,Samoa ,8391,255.28,159.42
209453332,2010-02-08,2010-02-09,Vegetables,Offline,Central America and the Caribbean,Trinidad and Tobago,750,154.06,90.93
531638133,2010-02-08,2010-02-27,Meat,Offline,Sub-Saharan Africa,Mozambique,2393,421.89,364.69
988978374,2010-02-08,2010-02-24,Fruits,Online,Asia,Japan,9533,9.33,6.92
895463693,2010-02-08,2010-03-03,Office Supplies,Offline,Australia and Oceania,Samoa ,6461,651.21,524.96
176117122,2010-02-08,2010-03-18,Office Supplies,Offline,Europe,United Kingdom,5825,651.21,524.96
346655404,2010-02-08,2010-02-13,Meat,Offline,Sub-Saharan Africa,Democratic Republic of the Congo,1892,421.89,364.69
219922530,2010-02-08,2010-03-03,Cosmetics,Offline,Europe,Armenia,8819,437.2,263.33
814346826,2010-02-08,2010-03-30,Snacks,Offline,Sub-Saharan Africa,Madagascar,2177,152.58,97.44
951548898,2010-02-08,2010-02-11,Baby Food,Online,Sub-Saharan Africa,Seychelles ,3319,255.28,159.42
575089490,2010-02-09,2010-03-10,Cosmetics,Online,Europe,Bosnia and Herzegovina,615,437.2,263.33
128218448,2010-02-09,2010-02-12,Vegetables,Offline,Sub-Saharan Africa,Republic of the Congo,1543,154.06,90.93
307061278,2010-02-09,2010-03-25,Vegetables,Offline,Sub-Saharan Africa,The Gambia,5111,154.06,90.93
365193116,2010-02-09,2010-03-31,Personal Care,Online,Sub-Saharan Africa,Benin,7613,81.73,56.67
419113671,2010-02-09,2010-03-12,Cosmetics,Offline,Sub-Saharan Africa,Guinea,3904,437.2,263.33
377590930,2010-02-09,2010-03-01,Clothes,Offline,Central America and the Caribbean,Antigua and Barbuda ,6402,109.28,35.84
811946141,2010-02-09,2010-02-09,Cereal,Offline,Europe,Slovenia,1761,205.7,117.11
477481544,2010-02-09,2010-03-18,Cosmetics,Online,Middle East and North Africa,Lebanon,6254,437.2,263.33
639597260,2010-02-09,2010-02-16,Baby Food,Offline,Sub-Saharan Africa,Madagascar,9897,255.28,159.42
970086610,2010-02-09,2010-03-29,Cereal,Online,Sub-Saharan Africa,Mali,9040,205.7,117.11
119913899,2010-02-09,2010-03-12,Office Supplies,Online,Sub-Saharan Africa,South Africa,4042,651.21,524.96
433676135,2010-02-09,2010-02-10,Vegetables,Online,Europe,Montenegro,3260,154.06,90.93
997046887,2010-02-09,2010-03-20,Vegetables,Offline,Europe,Greece,7185,154.06,90.93
338114821,2010-02-09,2010-03-14,Beverages,Offline,Europe,Georgia,4544,47.45,31.79
610354316,2010-02-09,2010-03-24,Vegetables,Online,Sub-Saharan Africa,Central African Republic,6260,154.06,90.93
641643893,2010-02-09,2010-03-13,Household,Offline,Sub-Saharan Africa,Mauritius ,5542,668.27,502.54
121960532,2010-02-09,2010-02-14,Baby Food,Offline,Sub-Saharan Africa,Tanzania,9687,255.28,159.42
225826394,2010-02-09,2010-03-27,Vegetables,Offline,Sub-Saharan Africa,Mauritius ,5903,154.06,90.93
803641593,2010-02-09,2010-03-09,Cosmetics,Offline,Central America and the Caribbean,Saint Vincent and the Grenadines,4261,437.2,263.33
562573659,2010-02-09,2010-03-15,Household,Offline,Central America and the Caribbean,Trinidad and Tobago,6902,668.27,502.54
469176995,2010-02-09,2010-02-23,Fruits,Online,Europe,Georgia,8754,9.33,6.92
192726218,2010-02-09,2010-03-13,Cosmetics,Online,Middle East and North Africa,Libya,826,437.2,263.33
631174695,2010-02-09,2010-02-19,Clothes,Offline,Middle East and North Africa,Jordan,7473,109.28,35.84
502395188,2010-02-09,2010-02-12,Snacks,Online,Sub-Saharan Africa,Djibouti,8755,152.58,97.44
464965713,2010-02-09,2010-03-22,Personal Care,Online,Central America and the Caribbean,Antigua and Barbuda ,2542,81.73,56.67
849493634,2010-02-09,2010-03-19,Household,Offline,Europe,Monaco,2899,668.27,502.54
818204057,2010-02-09,2010-03-30,Vegetables,Offline,Europe,Croatia,3618,154.06,90.93
986695706,2010-02-09,2010-03-23,Snacks,Offline,Europe,Spain,4041,152.58,97.44
618776881,2010-02-09,2010-03-21,Personal Care,Online,Europe,Bosnia and Herzegovina,8685,81.73,56.67
207288682,2010-02-09,2010-02-10,Vegetables,Offline,Sub-Saharan Africa,South Africa,182,154.06,90.93
915930020,2010-02-09,2010-02-24,Clothes,Offline,Middle East and North Africa,Israel,2902,109.28,35.84
323552358,2010-02-09,2010-02-22,Clothes,Online,Sub-Saharan Africa,Cameroon,5188,109.28,35.84
947219598,2010-02-09,2010-02-14,Baby Food,Online,Europe,Belgium,2183,255.28,159.42
236295592,2010-02-09,2010-02-26,Fruits,Offline,Europe,Netherlands,3972,9.33,6.92
381684195,2010-02-09,2010-02-27,Baby Food,Offline,Central America and the Caribbean,Dominican Republic,7690,255.28,159.42
146992194,2010-02-09,2010-03-28,Cereal,Online,Middle East and North Africa,Israel,7112,205.7,117.11
138451611,2010-02-10,2010-03-07,Office Supplies,Online,Sub-Saharan Africa,Mauritius ,9763,651.21,524.96
603978383,2010-02-10,2010-03-01,Clothes,Online,Asia,Taiwan,9480,109.28,35.84
153014075,2010-02-10,2010-03-27,Personal Care,Offline,Europe,Slovakia,9120,81.73,56.67
109208667,2010-02-10,2010-02-19,Clothes,Offline,Sub-Saharan Africa,Cote d'Ivoire,6126,109.28,35.84
739133822,2010-02-10,2010-04-01,Vegetables,Offline,Middle East and North Africa,Azerbaijan,4978,154.06,90.93
984413039,2010-02-10,2010-02-28,Meat,Offline,Australia and Oceania,Nauru,8549,421.89,364.69
857562148,2010-02-10,2010-02-20,Clothes,Online,Sub-Saharan Africa,Gabon,551,109.28,35.84
772352015,2010-02-10,2010-03-21,Beverages,Offline,North America,Canada,4980,47.45,31.79
739015805,2010-02-10,2010-03-06,Beverages,Online,Europe,Latvia,54,47.45,31.79
608189666,2010-02-10,2010-03-25,Vegetables,Online,Sub-Saharan Africa,Zimbabwe,5692,154.06,90.93
547775161,2010-02-10,2010-02-23,Clothes,Offline,Europe,Romania,7698,109.28,35.84
107280051,2010-02-10,2010-02-20,Meat,Online,Europe,Romania,5406,421.89,364.69
699539697,2010-02-10,2010-03-20,Cosmetics,Offline,Middle East and North Africa,Lebanon,8196,437.2,263.33
974061858,2010-02-10,2010-03-03,Baby Food,Online,Asia,Myanmar,5405,255.28,159.42
101022136,2010-02-10,2010-02-22,Fruits,Online,Central America and the Caribbean,Saint Kitts and Nevis ,3550,9.33,6.92
616494214,2010-02-10,2010-02-25,Fruits,Online,Sub-Saharan Africa,Ghana,3193,9.33,6.92
976108491,2010-02-10,2010-03-28,Personal Care,Online,Asia,Sri Lanka,1049,81.73,56.67
111373317,2010-02-10,2010-02-18,Clothes,Offline,Europe,Sweden,6694,109.28,35.84
863820064,2010-02-10,2010-02-17,Baby Food,Online,Central America and the Caribbean,Costa Rica,2408,255.28,159.42
416949021,2010-02-10,2010-03-14,Cosmetics,Offline,Australia and Oceania,Tuvalu,3336,437.2,263.33
618540847,2010-02-10,2010-03-22,Snacks,Offline,Sub-Saharan Africa,Kenya,8837,152.58,97.44
822297322,2010-02-10,2010-03-29,Personal Care,Online,Europe,Germany,4906,81.73,56.67
566666924,2010-02-10,2010-03-14,Beverages,Online,Sub-Saharan Africa,Central African Republic,8190,47.45,31.79
705797612,2010-02-10,2010-03-18,Office Supplies,Online,Asia,China,53,651.21,524.96
969732558,2010-02-10,2010-03-04,Baby Food,Online,Europe,Vatican City,4268,255.28,159.42
175763070,2010-02-10,2010-02-22,Fruits,Online,Middle East and North Africa,Saudi Arabia,1053,9.33,6.92
982366406,2010-02-10,2010-03-26,Snacks,Offline,Australia and Oceania,Fiji,2905,152.58,97.44
764047467,2010-02-10,2010-02-26,Baby Food,Offline,Sub-Saharan Africa,Cameroon,7479,255.28,159.42
626845395,2010-02-10,2010-02-22,Clothes,Offline,Central America and the Caribbean,Nicaragua,6337,109.28,35.84
408644473,2010-02-10,2010-02-19,Fruits,Offline,Asia,Vietnam,5835,9.33,6.92
136286962,2010-02-10,2010-03-07,Office Supplies,Online,Asia,Japan,9195,651.21,524.96
955170094,2010-02-10,2010-02-12,Snacks,Online,Sub-Saharan Africa,Senegal,4912,152.58,97.44
905460822,2010-02-10,2010-03-26,Snacks,Online,Central America and the Caribbean,The Bahamas,4833,152.58,97.44
697611081,2010-02-10,2010-03-21,Beverages,Offline,Australia and Oceania,Marshall Islands,7476,47.45,31.79
940607631,2010-02-10,2010-03-14,Household,Offline,Middle East and North Africa,Jordan,5555,668.27,502.54
662110221,2010-02-10,2010-03-07,Beverages,Offline,Asia,China,1983,47.45,31.79
182139003,2010-02-10,2010-03-17,Beverages,Online,Sub-Saharan Africa,Mauritius ,7833,47.45,31.79
479174125,2010-02-10,2010-03-18,Household,Offline,Australia and Oceania,Kiribati,7127,668.27,502.54
346301352,2010-02-10,2010-03-12,Office Supplies,Offline,Europe,Monaco,7121,651.21,524.96
684859216,2010-02-11,2010-03-26,Personal Care,Offline,Sub-Saharan Africa,Guinea,3916,81.73,56.67
742991054,2010-02-11,2010-03-31,Snacks,Online,Sub-Saharan Africa,Burkina Faso,6419,152.58,97.44
185996234,2010-02-11,2010-03-17,Office Supplies,Offline,Europe,Estonia,9274,651.21,524.96
788843095,2010-02-11,2010-02-18,Fruits,Online,Europe,Portugal,5056,9.33,6.92
676436650,2010-02-11,2010-03-28,Vegetables,Offline,Middle East and North Africa,Bahrain,1492,154.06,90.93
136168944,2010-02-11,2010-02-11,Cereal,Online,Europe,Andorra,4271,205.7,117.11
645265090,2010-02-11,2010-03-14,Office Supplies,Offline,Sub-Saharan Africa,Mauritania,7134,651.21,524.96
242199456,2010-02-11,2010-03-23,Office Supplies,Online,Australia and Oceania,Tonga,1056,651.21,524.96
859490764,2010-02-11,2010-02-20,Baby Food,Online,Asia,Brunei,1272,255.28,159.42
202723348,2010-02-11,2010-02-14,Personal Care,Online,Sub-Saharan Africa,Lesotho,9198,81.73,56.67
730475223,2010-02-11,2010-02-13,Vegetables,Online,Asia,India,2706,154.06,90.93
233894908,2010-02-11,2010-03-01,Meat,Online,Asia,Vietnam,3556,421.89,364.69
736851155,2010-02-11,2010-03-08,Beverages,Online,Central America and the Caribbean,Honduras,9486,47.45,31.79
888497674,2010-02-11,2010-03-07,Baby Food,Online,Central America and the Caribbean,Dominica,5061,255.28,159.42
603860366,2010-02-11,2010-03-28,Vegetables,Online,Europe,Georgia,4556,154.06,90.93
464493644,2010-02-11,2010-03-24,Cosmetics,Offline,Europe,Switzerland,2846,437.2,263.33
664038836,2010-02-11,2010-03-07,Fruits,Online,Europe,Armenia,2703,9.33,6.92
129911029,2010-02-11,2010-02-13,Snacks,Online,Europe,Norway,2415,152.58,97.44
809545457,2010-02-11,2010-02-11,Vegetables,Online,Middle East and North Africa,Jordan,1345,154.06,90.93
412619721,2010-02-11,2010-03-16,Cosmetics,Online,Europe,Malta,2200,437.2,263.33
699421679,2010-02-11,2010-02-23,Clothes,Online,Europe,Montenegro,3273,109.28,35.84
713866126,2010-02-11,2010-02-18,Personal Care,Offline,Europe,Finland,7705,81.73,56.67
819896638,2010-02-11,2010-03-31,Snacks,Online,Asia,South Korea,4490,152.58,97.44
647429740,2010-02-11,2010-03-13,Office Supplies,Offline,Central America and the Caribbean,Dominican Republic,7702,651.21,524.96
834459102,2010-02-11,2010-02-28,Baby Food,Offline,Sub-Saharan Africa,Democratic Republic of the Congo,3847,255.28,159.42
477009475,2010-02-11,2010-03-20,Household,Offline,Middle East and North Africa,Algeria,6559,668.27,502.54
240034806,2010-02-11,2010-03-24,Office Supplies,Online,Middle East and North Africa,Lebanon,488,651.21,524.96
506134402,2010-02-11,2010-03-10,Beverages,Offline,Europe,Slovakia,5272,47.45,31.79
765976083,2010-02-11,2010-02-26,Fruits,Offline,Australia and Oceania,Federated States of Micronesia,8199,9.33,6.92
233776891,2010-02-11,2010-03-26,Cereal,Online,Europe,Ireland,8632,205.7,117.11
641171824,2010-02-11,2010-03-15,Cosmetics,Online,Sub-Saharan Africa,Guinea,5846,437.2,263.33
826154553,2010-02-11,2010-03-29,Cereal,Offline,Sub-Saharan Africa,South Sudan,6346,205.7,117.11
522625482,2010-02-11,2010-03-30,Vegetables,Online,Europe,Luxembourg,5349,154.06,90.93
383258759,2010-02-12,2010-03-27,Cereal,Offline,Central America and the Caribbean,Belize,3639,205.7,117.11
